question_id,content,canonical_question,starter_answer,category,subcategory,response_type,item_type,language,evidence_reference,source_files,source_sections,readiness_status,metadata_json
ATTACH-00241,"02.05.2025 Stockholm, Sweden 6 tradedoubler .com How: Through contact forms we collect the information you provide us with and then contact brands. Personal data: Name, email, telephone number , postal code, city, country, information about your accommodation and for Spanish residents Documento Nacional de Identidad (DNI). How long: Removed when not considered as prospect anymore, reviewed every six months and deleted after that. Lawful basis: Legitimate interest POTENTIAL BRANDS Contact forms Why: T o answer your questions through various forms found on our websites (such as “Get in touch”) and to inform about our services. How: Our web-forms collect the information you provide us with. Personal data: Depending on form and its purpose: Title, First & Last Name, Phone, Email, Country, Category (your relation to us), and a free text message from you. How long: We will process your personal data for as long as needed to provide you with answers and feedback, or as further communicated to you through our following correspondence. Lawful basis: Legitimate interest.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 6,Privacy Policy 20250428_3.0.pdf,Page 6,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 6"", ""unit_index"": 6, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 6}"
ATTACH-00242,"onal data for as long as needed to provide you with answers and feedback, or as further communicated to you through our following correspondence. Lawful basis: Legitimate interest. Why: T o inform about our services. Lawful basis: Legitimate interest. Marketing activities Why: T o contact potential brands, we perform marketing activities. How: Purchase contact lists from vendors and then contact the potential brands. We follow-up each contact point and send requested information. Personal data: Name, email, telephone number and company name.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 6,Privacy Policy 20250428_3.0.pdf,Page 6,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 6"", ""unit_index"": 6, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 6}"
ATTACH-00243,"02.05.2025 Stockholm, Sweden 7 tradedoubler .com How long: Removed when not considered as prospect anymore, reviewed every six months and deleted after that. Lawful basis: Legitimate interest. BRNDS Administration and communication to brands Why: T o administer brand’s account and send important information to brands. How: Through various contact channels. Personal data: Name, email, company, telephone number . How long: Reviewed and deleted every 6 months after contract termination if not needed any more. Lawful basis: Contractual relationship/agreement Financial administration Why: In order to handle invoicing and payments correctly. How: The information is used for communication and used as reference for invoicing and payments. Personal data: Name, email, company, telephone number How long: Up to 5-10 years depending on your resident country’s bookkeeping laws. 50 years in Poland according to Polish bookkeeping laws.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 7,Privacy Policy 20250428_3.0.pdf,Page 7,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 7"", ""unit_index"": 7, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 7}"
ATTACH-00244,"a: Name, email, company, telephone number How long: Up to 5-10 years depending on your resident country’s bookkeeping laws. 50 years in Poland according to Polish bookkeeping laws. Lawful basis: Contractual relationship/agreement PUBLISHERS (AND CONTENT CREA TORS) Payment of commissions and book-keeping Why: T o fulfill the agreement with our publishers and creators and fulfil the legal obligation of bookkeeping and tax laws.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 7,Privacy Policy 20250428_3.0.pdf,Page 7,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 7"", ""unit_index"": 7, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 7}"
ATTACH-00245,"02.05.2025 Stockholm, Sweden 8 tradedoubler .com How: T o process payments and make sure we calculate the correct commissions as well as report information to tax authorities and document the payments in our bookkeeping. Personal data: Name, address, personal identification number (Sweden), date of birth, bank account details and email address. How long: We store information regarding Publisher’s and creators in accordance with local bookkeeping and tax laws. Lawful basis: Contractual relationship/a greement and legal obligation. Account management Why: All registered creators/creators have an account in our portal where they can log in. How: T o administer their account. Personal data: Name, address, email address, username, images incl. videos How long: Until the Influencer/creator remove their account. Lawful basis: Contractual relationship/agreement CONT ACTING US ON OTHER MA TTERS Why: T o respond to various requests, such as applications to work for us, and questions about our services.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 8,Privacy Policy 20250428_3.0.pdf,Page 8,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 8"", ""unit_index"": 8, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 8}"
ATTACH-00246,"is: Contractual relationship/agreement CONT ACTING US ON OTHER MA TTERS Why: T o respond to various requests, such as applications to work for us, and questions about our services. How: Through contact forms on our website or by contacting us directly using the direct email addresses found on our websites. Personal data: What you provide us, including your email address. How long: Until we have handled your request. Lawful basis: Legitimate interest.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 8,Privacy Policy 20250428_3.0.pdf,Page 8,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 8"", ""unit_index"": 8, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 8}"
ATTACH-00247,"02.05.2025 Stockholm, Sweden 9 tradedoubler .com 5. Who does T radedoubler disclose your personal data to? Y our personal data may be transferred to, and processed by: • Subprocessors and other data controllers Subprocessors are companies that act only on our specific instructions, and which do not process or in any way use your personal data for their own purposes. We have signed a data processing agreement with all of our processors. Categories of subprocessors: - IT-hosting/Cloud hosting providers - CRM system provider - Email system provider - Payment system providers/Banks - ERP-provider - Voucher code providers • Other Controllers - Facebook and Google - these parties have their own use for your personal data and we will only transfer your data to them after first informing you. - T ax Authorities, for compliance with local tax laws and regulations. Only for data subjects in Sweden and Norway. - Brands, for our cookieless tracking we share publisher ids with our Brands for correct commission calculation and payment.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 9,Privacy Policy 20250428_3.0.pdf,Page 9,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 9"", ""unit_index"": 9, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 9}"
ATTACH-00248,"gulations. Only for data subjects in Sweden and Norway. - Brands, for our cookieless tracking we share publisher ids with our Brands for correct commission calculation and payment. Legal ground is contractual relationship/to fulfill T radedoubler´s agreements/services to publishers. Third country transfers For any of the purposes described herein, personal data may be transferred to our processors, business partners and other controllers outside of the EU/EEA (‘a third country’). We have strict guidelines to check that those recipients, which are handling your personal data, are doing so in a lawful and secure way in accordance with the data protection legislation. This means that we ensure that the transfer is only made to countries where the recipients have made sure that there is either an Adequacy Decision in place from the EU Commission, or that another approved transfer mechanism under the GDPR, including standard contractual clauses ((EU) 2021/914), have been put into place.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 9,Privacy Policy 20250428_3.0.pdf,Page 9,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 9"", ""unit_index"": 9, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 9}"
ATTACH-00249,"02.05.2025 Stockholm, Sweden 10 tradedoubler .com For example, the UK, which we transfer data to, holds an Adequacy Decision. Should any of the recipients reside in a country without adequate legal protection for personal data, we will make sure the recipient adopts appropriate safeguards and enter contractual arrangements with the recipient of the personal data. Y ou have a right to know when we transfer personal data to a third country and the appropriate safeguards relating to the transfer . 6. How T radedoubler protects your personal data We are dedicated to maintaining the security of personal data and preventing unauthorized access or loss of data through the implementation of appropriate technical and organizational measures, as far as it is reasonably possible. Such security measures also include that personal data are accessed only by a limited number of persons within T radedoubler . Our employees must comply with our security standard and they are all bound by confidentiality clauses. GDPR and information security staff trainings are performed annually.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 10,Privacy Policy 20250428_3.0.pdf,Page 10,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 10"", ""unit_index"": 10, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 10}"
ATTACH-00250,"bler . Our employees must comply with our security standard and they are all bound by confidentiality clauses. GDPR and information security staff trainings are performed annually. When we occasionally use third-party contractors to perform tasks that might otherwise be performed by our employees, these contractors are contractually bound to similar restrictions as our employees. 7 . Y our privacy rights Y ou have several privacy rights that you can exercise. The following is a summary of these rights. To exercise your rights please contact us by using the contact details below. Please not that all rights are not applicable for all processing of personal data, some are restricted to certain lawful basis (see each processing activity above for which lawful basis is applicable). One of your rights is the right to information which we do our best to meet by this Privacy Policy. • We will rectify any incorrect information upon request. • Y ou can request us to erase your personal data.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 10,Privacy Policy 20250428_3.0.pdf,Page 10,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 10"", ""unit_index"": 10, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 10}"
ATTACH-00251,"ght to information which we do our best to meet by this Privacy Policy. • We will rectify any incorrect information upon request. • Y ou can request us to erase your personal data. We will then assess which information we can erase, since some information might be necessary for us to keep. For example personal data processed based on your consent can be deleted, but not information we need to fulfil our commitment under the agreement with you or your employer .",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 10,Privacy Policy 20250428_3.0.pdf,Page 10,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 10"", ""unit_index"": 10, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 10}"
ATTACH-00252,"02.05.2025 Stockholm, Sweden 11 tradedoubler .com • Y ou also have the right to object to the processing of your personal data based on the lawful basis legitimate interest. If we process your personal data for direct marketing purposes, we will cease to do so directly. For other purposes we will assess whether we have compelling legitimate grounds for continued processing or not, in your particular case. Y ou may request a copy of the personal data that we hold about you via a ""Data Subject Access Request"" . A Data Subject Access Request will include a confirmation whether we process your personal data or not, and if that is the case you will receive a copy of what personal data we process about you, together with information on where such information has been collected, for which purpose the information is being processed, and information on any recipients of your personal data.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 11,Privacy Policy 20250428_3.0.pdf,Page 11,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 11"", ""unit_index"": 11, ""chunk_index"": 1, ""chunks_in_unit"": 4, ""page"": 11}"
ATTACH-00253,"gether with information on where such information has been collected, for which purpose the information is being processed, and information on any recipients of your personal data. • Y ou have the right to request that we restrict our processing of your personal data under the following circumstances: - The accuracy of the personal data is under examination, - The processing is unlawful or no longer necessary, but you oppose erasure of the data, - We no longer need the personal data, but it is necessary for us to keep the personal data for you to be able to establish, exercise of defend a legal claim, - Y ou have objected to the processing of your personal data and such objection is under verification. • If we process your personal data based on consent or contract and we have received the personal data from you, digitally, you have a right to request us to export that data, which is called data portability.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 11,Privacy Policy 20250428_3.0.pdf,Page 11,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 11"", ""unit_index"": 11, ""chunk_index"": 2, ""chunks_in_unit"": 4, ""page"": 11}"
ATTACH-00254,"data based on consent or contract and we have received the personal data from you, digitally, you have a right to request us to export that data, which is called data portability. • Y ou also have the right to lodge a complaint to the Data Protection Authority (Supervisory Authority) in the EU Member state you live, if you think that we have not respected your data privacy rights or processed your personal data wrongfully. Here you will find the contact details to the Supervisory Authorities in each EU member state. o If you have any comments or questions about our processing, we would like you to contact us first, so that we have a chance to help you and answer your questions. When you request to exercise your rights, we will first identify you in order to ensure that we give the correct information to you, and only you. How the identification process is performed depends on what personal data we process about you. We will then process your request without undue delay and at latest reply to your request within a month or explain to you if and why it takes longer . 8.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 11,Privacy Policy 20250428_3.0.pdf,Page 11,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 11"", ""unit_index"": 11, ""chunk_index"": 3, ""chunks_in_unit"": 4, ""page"": 11}"
ATTACH-00255,"ata we process about you. We will then process your request without undue delay and at latest reply to your request within a month or explain to you if and why it takes longer . 8. Contact details to us and Supervisory Authorities For general inquiries and questions concerning this Privacy Policy or how we process personal data, please send an e-mail to one of to the following addresses:",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 11,Privacy Policy 20250428_3.0.pdf,Page 11,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 11"", ""unit_index"": 11, ""chunk_index"": 4, ""chunks_in_unit"": 4, ""page"": 11}"
ATTACH-00256,"02.05.2025 Stockholm, Sweden 12 tradedoubler .com Y ou can contact our Data Protection Officer , which is independent from us, with the mission to monitor , inform and advise on our data processing. • dpo@tradedoubler .com • Send an e-mail to privacy@tradedoubler .com if you want to exercise one of your rights, such as - Request that T radedoubler shall not process your personal data for direct marketing purposes, - Request that T radedoubler rectify certain personal data held on you, - Have a Data Subject Access Request (want a record of what specific data is processed about you), - Want T radedoubler to delete your personal data where possible. Please provide relevant details including country you signed up with in your e-mail for us to be able to process your request or inquiry as promptly as possible. If you have any comments or questions about our processing, we would like you to contact us first, so that we have a chance to help you and answer your questions.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 12,Privacy Policy 20250428_3.0.pdf,Page 12,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 12"", ""unit_index"": 12, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 12}"
ATTACH-00257,"ptly as possible. If you have any comments or questions about our processing, we would like you to contact us first, so that we have a chance to help you and answer your questions. Y ou always have the right to contact the Supervisory Authority if you feel we have processed your personal data wrongly. Y ou will find the EU Supervisory Authorities Here. 9. Changelog We are constantly improving and developing our services and websites, so we may change this Privacy Policy from time to time. If the changes are significant, we will provide you with a notice. Current version: Adopted by the Board of Directors in November 2024. Previous versions: Adopted by the Board of Directors in December 2023, May 2023, May 2022, May 2021, May 2020, May 2019, April 2018 10. How does T radedoubler use cookies? What are cookies? Cookies is a term used to sum up different technologies that store or retrieve data on or from your device. A website or app can use",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 12,Privacy Policy 20250428_3.0.pdf,Page 12,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 12"", ""unit_index"": 12, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 12}"
ATTACH-00258,"02.05.2025 Stockholm, Sweden 13 tradedoubler .com different types of cookies to collect information about you, your electronic device (mobile phone, computer , tablet etc.) and your behaviour (e.g. how you browse a website). Cookies can either be a session cookie or a permanent cookie. A permanent cookie remains on the visitor’s computer for a set period of time. A session cookie is temporarily stored while the visitor is on a web page. Session cookies disappear when the visitor closes their browser . Cookies are used for different purposes, such as to improve the website with better experience and search possibilities on a website. Cookies can also be collected for statistical and analytical purposes. The different purposes are usually described as “categories” . We use four different categories of cookies: • Necessary cookies: Are types of cookies that are essential for the website to function properly, without which the site would not work as intended. Necessary cookies are also cookies that save certain settings you do, e.g. change language at the website.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 13,Privacy Policy 20250428_3.0.pdf,Page 13,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 13"", ""unit_index"": 13, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 13}"
ATTACH-00259,"to function properly, without which the site would not work as intended. Necessary cookies are also cookies that save certain settings you do, e.g. change language at the website. Necessary cookies do not require consent and will always be placed, unless you disable cookies in your browser . • Functional cookies (“preferences”): Are types of cookies that are used to enhance the performance of a website. Without functional cookies, some features or functions of a website may not be available. • Analytics cookies: Are types of cookies used to track website visitors and their user behaviour . The collected information is used to improve the performance of the website and improve user experience. • Marketing cookies: Marketing cookies are used to track visitors across websites to allow publishers to display relevant and engaging advertisements. If you are a registered Brand or Publisher , the cookie will also manage and control your login and session on those part of our websites that are only available to registered Brands or Publishers.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 13,Privacy Policy 20250428_3.0.pdf,Page 13,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 13"", ""unit_index"": 13, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 13}"
ATTACH-00260,"stered Brand or Publisher , the cookie will also manage and control your login and session on those part of our websites that are only available to registered Brands or Publishers. What type of cookies does T radedoubler use? The tables below explain the cookies we use and why we use them their purpose. The tables are divided by the different websites used within the T radedoubler Group. More information about the cookies can be found in our cookie notice, at each website.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 13,Privacy Policy 20250428_3.0.pdf,Page 13,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 13"", ""unit_index"": 13, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 13}"
ATTACH-00261,"02.05.2025 Stockholm, Sweden 14 tradedoubler .com https:/ /www.tradedoubler .com/ Cookie Name Description Storage Time Type of Cookie bSession Used for measuring system effectiveness. 30 minutes Necessary Cookie cookiehub Used by CookieHub to store information about whether visitors have given or declined the use of cookie categories used on the site. 12 months Necessary Cookie hs Set by Wix and used for security reasons. Session Necessary Cookie SSR-caching Used to display the system from which the website was rendered. 1 day Necessary Cookie svSession Used in connection with the user login. 6 months Necessary Cookie test_cookie Used by Google to check whether the user's browser supports cookies. 15 minutes Functional Cookie wixLanguage Used to store the user's language. 12 months Functional Cookie _ga Contains a unique identifier used by Google Analytics to determine that two distinct hits belong to the same user across browsing sessions.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 14,Privacy Policy 20250428_3.0.pdf,Page 14,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 14"", ""unit_index"": 14, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 14}"
ATTACH-00262,"anguage. 12 months Functional Cookie _ga Contains a unique identifier used by Google Analytics to determine that two distinct hits belong to the same user across browsing sessions. 12 months Analytics Cookie _ga_* Used by Google Analytics 4 to determine that two distinct hits belong to the same user across browsing sessions. 400 days Analytics Cookie _gcl_au Used by Google Ads to understand user interaction with the website by generating analytical data. 90 days Analytics Cookie, Marketing Cookie IDE Used by Google's DoubleClick to serve targeted advertisements that are relevant to users across the web. Targeted advertisements may be displayed to users based on previous visits to a website. These cookies measure the conversion rate of ads presented to the user. 13 months EEA UK / 24 months elsewhere Marketing Cookie _fbp Used by Facebook Pixel to advertiser first-party cookie. Used by Facebook to track visits across websites to deliver a series of advertisement products 3 months Marketing Cookie",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 14,Privacy Policy 20250428_3.0.pdf,Page 14,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 14"", ""unit_index"": 14, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 14}"
ATTACH-00263,"02.05.2025 Stockholm, Sweden 15 tradedoubler .com such as real time bidding from third party advertisers. __cf_bm The __cf_bm cookie supports Cloudflare Bot Management by managing incoming traffic that matches criteria associated with bots. The cookie does not collect any personal data, and any information collected is subject to one-way encryption. 1 hour Necessary Cookie _cfuvid Used by Cloudflare WAF to distinguish individual users who share the same IP address and apply rate limits. Session Necessary Cookie https:/ /publishers.tradedoubler .com/ Cookie Name Description Storage Time Type of Cookie _ga Contains a unique identifier used by Google Analytics to determine that two distinct hits belong to the same user across browsing sessions. 12 months Analytics Cookie _ga_* Used by Google Analytics 4 to determine that two distinct hits belong to the same user across browsing sessions. 400 days Analytics Cookie _hjSession_* Used by Hotjar to ensure subsequent requests in the session window are attributed to the same session.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 15,Privacy Policy 20250428_3.0.pdf,Page 15,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 15"", ""unit_index"": 15, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 15}"
ATTACH-00264,he same user across browsing sessions. 400 days Analytics Cookie _hjSession_* Used by Hotjar to ensure subsequent requests in the session window are attributed to the same session. 30 minutes Analytics Cookie _hjSessionUser_* Used by Hotjar for measuring unique visits. Ensures data from subsequent visits to the same site are attributed to the same user ID. 365 days Analytics Cookie hiTCDTest AWSALB Keeps sessions so user stays logged in when load balanced between different servers 1 week Load Balancing AWSALBCORS Keeps sessions so user stays logged in when load 1 week Load Balancing,,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 15,Privacy Policy 20250428_3.0.pdf,Page 15,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 15"", ""unit_index"": 15, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 15}"
ATTACH-00265,"02.05.2025 Stockholm, Sweden 16 tradedoubler .com balanced between different servers PHPSESSID Session storage for access to the UI Session Session Cookie https:/ /pvn.tradedoubler .com/ Cookie Name Description Storage Time Type of Cookie _ga Contains a unique identifier used by Google Analytics to determine that two distinct hits belong to the same user across browsing sessions. 12 months Analytics Cookie _ga_* Used by Google Analytics 4 to determine that two distinct hits belong to the same user across browsing sessions. 400 days Analytics Cookie _hjSession_* Used by Hotjar to ensure subsequent requests in the session window are attributed to the same session. 30 minutes Analytics Cookie _hjSessionUser_* Used by Hotjar for measuring unique visits. Ensures data from subsequent visits to the same site are attributed to the same user ID.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Privacy Policy 20250428_3.0.pdf - Page 16,Privacy Policy 20250428_3.0.pdf,Page 16,Ready,"{""source_file"": ""Privacy Policy 20250428_3.0.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Privacy Policy 20250428_3.0.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 16"", ""unit_index"": 16, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 16}"
